bucket	id	cell_id	quantity	praat	r	source	enforcement	why	study
CONTRACT_ONLY_R	CONTRACT	c0322	posthoc_paired__mwu_padj_ptt		3.3708178319941867e-07	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0322	posthoc_corr__perfect_padj_ptt_undefined		1	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0322	posthoc_corr__mwu_padj_ptt		0.022342430868496854	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0322	posthoc_perfect__mwu_padj_ptt		0.55311663003267042	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
DECLARED_ONLY_R	D-WILCOXEST	c0323	posthoc_welch__paired_diff_wilcoxest		-2.999946604735392	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0323	posthoc_welch__corr_diff_wilcoxest		6.4000000000000004	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0323	posthoc_welch__perfect_diff_wilcoxest		8.527042491820394	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0323	posthoc_welch__mwu_diff_wilcoxest		8.9999389039156608	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0323	posthoc_paired__corr_diff_wilcoxest		9.3044828029543041	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0323	posthoc_paired__perfect_diff_wilcoxest		11.273285264682787	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0323	posthoc_paired__mwu_diff_wilcoxest		12.000000776101786	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0323	posthoc_corr__perfect_diff_wilcoxest		2.0000265013684415	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0323	posthoc_corr__mwu_diff_wilcoxest		2.5365342170093239	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0323	posthoc_perfect__mwu_diff_wilcoxest		0.5	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0324	posthoc_welch__paired_diff_wilcoxest		-2.999946604735392	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0324	posthoc_welch__corr_diff_wilcoxest		6.4000000000000004	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0324	posthoc_welch__perfect_diff_wilcoxest		8.527042491820394	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0324	posthoc_welch__mwu_diff_wilcoxest		8.9999389039156608	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0324	posthoc_paired__corr_diff_wilcoxest		9.3044828029543041	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0324	posthoc_paired__perfect_diff_wilcoxest		11.273285264682787	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0324	posthoc_paired__mwu_diff_wilcoxest		12.000000776101786	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0324	posthoc_corr__perfect_diff_wilcoxest		2.0000265013684415	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0324	posthoc_corr__mwu_diff_wilcoxest		2.5365342170093239	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0324	posthoc_perfect__mwu_diff_wilcoxest		0.5	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0325	posthoc_welch__paired_diff_wilcoxest		-2.999946604735392	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0325	posthoc_welch__corr_diff_wilcoxest		6.4000000000000004	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0325	posthoc_welch__perfect_diff_wilcoxest		8.527042491820394	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0325	posthoc_welch__mwu_diff_wilcoxest		8.9999389039156608	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0325	posthoc_paired__corr_diff_wilcoxest		9.3044828029543041	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0325	posthoc_paired__perfect_diff_wilcoxest		11.273285264682787	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0325	posthoc_paired__mwu_diff_wilcoxest		12.000000776101786	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0325	posthoc_corr__perfect_diff_wilcoxest		2.0000265013684415	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0325	posthoc_corr__mwu_diff_wilcoxest		2.5365342170093239	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0325	posthoc_perfect__mwu_diff_wilcoxest		0.5	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
CONTRACT_ONLY_R	CONTRACT	c0327	posthoc_corr__mwu_padj_ptt		0.15639701607947798	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0327	posthoc_corr__paired_padj_ptt		5.4209809769951353e-07	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0327	posthoc_corr__perfect_padj_ptt		0.2153786164407207	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0327	posthoc_corr__welch_padj_ptt		0.0011611549023031844	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0327	posthoc_mwu__paired_padj_ptt_undefined		1	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
